time_s,i_pd_a,a_ref_m_s2
1.014000000e-01,3.016139755e-03,4.266793759e+00
1.016000000e-01,3.016078278e-03,4.581318462e+00
1.018000000e-01,3.016031647e-03,4.791863222e+00
1.020000000e-01,3.016015018e-03,4.893649408e+00
1.022000000e-01,3.016014755e-03,4.884366829e+00
1.024000000e-01,3.016036017e-03,4.764226167e+00
1.026000000e-01,3.016083981e-03,4.535954195e+00
1.028000000e-01,3.016147256e-03,4.204731891e+00
1.030000000e-01,3.016228260e-03,3.778076846e+00
1.032000000e-01,3.016328775e-03,3.265672640e+00
1.034000000e-01,3.016439316e-03,2.679149060e+00
1.036000000e-01,3.016569989e-03,2.031818146e+00
1.038000000e-01,3.016699545e-03,1.338372049e+00
1.040000000e-01,3.016841531e-03,6.145495775e-01
1.042000000e-01,3.016979068e-03,-1.232210252e-01
1.044000000e-01,3.017122247e-03,-8.581949406e-01
1.046000000e-01,3.017263799e-03,-1.573690826e+00
1.048000000e-01,3.017391325e-03,-2.253469420e+00
1.050000000e-01,3.017514621e-03,-2.882102122e+00
1.052000000e-01,3.017624388e-03,-3.445321163e+00
1.054000000e-01,3.017715790e-03,-3.930343436e+00
1.056000000e-01,3.017792780e-03,-4.326160628e+00
1.058000000e-01,3.017848679e-03,-4.623789069e+00
1.060000000e-01,3.017886244e-03,-4.816473634e+00
1.062000000e-01,3.017905089e-03,-4.899841053e+00
1.064000000e-01,3.017899184e-03,-4.871999179e+00
1.066000000e-01,3.017872296e-03,-4.733579924e+00
1.068000000e-01,3.017829555e-03,-4.487724923e+00
1.070000000e-01,3.017759601e-03,-4.140014225e+00
1.072000000e-01,3.017673297e-03,-3.698339651e+00
1.074000000e-01,3.017570240e-03,-3.172725673e+00
1.076000000e-01,3.017452214e-03,-2.575101892e+00
1.078000000e-01,3.017326888e-03,-1.919032285e+00
1.080000000e-01,3.017193379e-03,-1.219407341e+00
1.082000000e-01,3.017052432e-03,-4.921061055e-01
1.084000000e-01,3.016913174e-03,2.463642214e-01
1.086000000e-01,3.016769918e-03,9.792429402e-01
1.088000000e-01,3.016630815e-03,1.689896261e+00
1.090000000e-01,3.016500515e-03,2.362194834e+00
1.092000000e-01,3.016387664e-03,2.980879827e+00
1.094000000e-01,3.016277618e-03,3.531909249e+00
1.096000000e-01,3.016184604e-03,4.002776657e+00
1.098000000e-01,3.016114526e-03,4.382795001e+00
1.100000000e-01,3.016061618e-03,4.663339193e+00
1.102000000e-01,3.016021961e-03,4.838041857e+00
1.104000000e-01,3.016010415e-03,4.902937854e+00
1.106000000e-01,3.016020644e-03,4.856554270e+00
1.108000000e-01,3.016049515e-03,4.699943851e+00
1.110000000e-01,3.016102872e-03,4.436661107e+00
1.112000000e-01,3.016168595e-03,4.072681637e+00
1.114000000e-01,3.016262199e-03,3.616266506e+00
1.116000000e-01,3.016367161e-03,3.077774744e+00
1.118000000e-01,3.016480756e-03,2.469428235e+00
1.120000000e-01,3.016610483e-03,1.805034322e+00
1.122000000e-01,3.016745463e-03,1.099672429e+00
1.124000000e-01,3.016887464e-03,3.693518087e-01
1.126000000e-01,3.017029558e-03,-3.693518087e-01
1.128000000e-01,3.017170149e-03,-1.099672429e+00
1.130000000e-01,3.017302960e-03,-1.805034322e+00
1.132000000e-01,3.017437042e-03,-2.469428235e+00
1.134000000e-01,3.017552744e-03,-3.077774744e+00
1.136000000e-01,3.017654220e-03,-3.616266506e+00
1.138000000e-01,3.017746304e-03,-4.072681637e+00
1.140000000e-01,3.017813051e-03,-4.436661107e+00
1.142000000e-01,3.017868918e-03,-4.699943851e+00
1.144000000e-01,3.017894845e-03,-4.856554270e+00
1.146000000e-01,3.017904732e-03,-4.902937854e+00
1.148000000e-01,3.017891900e-03,-4.838041857e+00
1.150000000e-01,3.017857466e-03,-4.663339193e+00
1.152000000e-01,3.017801211e-03,-4.382795001e+00
1.154000000e-01,3.017732667e-03,-4.002776657e+00
1.156000000e-01,3.017635701e-03,-3.531909249e+00
1.158000000e-01,3.017533837e-03,-2.980879827e+00
1.160000000e-01,3.017412308e-03,-2.362194834e+00
1.162000000e-01,3.017282969e-03,-1.689896261e+00
1.164000000e-01,3.017146361e-03,-9.792429402e-01
1.166000000e-01,3.017006545e-03,-2.463642214e-01
1.168000000e-01,3.016857245e-03,4.921061055e-01
1.170000000e-01,3.016726015e-03,1.219407341e+00
1.172000000e-01,3.016589794e-03,1.919032285e+00
1.174000000e-01,3.016462453e-03,2.575101892e+00
1.176000000e-01,3.016346581e-03,3.172725673e+00
1.178000000e-01,3.016246531e-03,3.698339651e+00
1.180000000e-01,3.016158584e-03,4.140014225e+00
1.182000000e-01,3.016093635e-03,4.487724923e+00
1.184000000e-01,3.016046431e-03,4.733579924e+00
1.186000000e-01,3.016019915e-03,4.871999179e+00
1.188000000e-01,3.016010013e-03,4.899841053e+00
1.190000000e-01,3.016028795e-03,4.816473634e+00
1.192000000e-01,3.016067275e-03,4.623789069e+00
1.194000000e-01,3.016120616e-03,4.326160628e+00
1.196000000e-01,3.016199869e-03,3.930343436e+00
1.198000000e-01,3.016288885e-03,3.445321163e+00
1.200000000e-01,3.016401503e-03,2.882102122e+00
1.202000000e-01,3.016524225e-03,2.253469420e+00
1.204000000e-01,3.016653193e-03,1.573690826e+00
1.206000000e-01,3.016793009e-03,8.581949407e-01
1.208000000e-01,3.016936126e-03,1.232210252e-01
1.210000000e-01,3.017075151e-03,-6.145495775e-01
1.212000000e-01,3.017216935e-03,-1.338372049e+00
1.214000000e-01,3.017349700e-03,-2.031818146e+00
1.216000000e-01,3.017480093e-03,-2.679149060e+00
1.218000000e-01,3.017587086e-03,-3.265672640e+00
1.220000000e-01,3.017686113e-03,-3.778076846e+00
1.222000000e-01,3.017770464e-03,-4.204731891e+00
1.224000000e-01,3.017832422e-03,-4.535954195e+00
1.226000000e-01,3.017879146e-03,-4.764226167e+00
1.228000000e-01,3.017901090e-03,-4.884366829e+00
1.230000000e-01,3.017900827e-03,-4.893649408e+00
1.232000000e-01,3.017883764e-03,-4.791863222e+00
1.234000000e-01,3.017842418e-03,-4.581318462e+00
1.236000000e-01,3.017778197e-03,-4.266793759e+00
1.238000000e-01,3.017705949e-03,-3.855427727e+00
1.240000000e-01,3.017605868e-03,-3.356556938e+00
1.242000000e-01,3.017493622e-03,-2.781504020e+00
1.244000000e-01,3.017369846e-03,-2.143320667e+00
1.246000000e-01,3.017242072e-03,-1.456491413e+00
1.248000000e-01,3.017099156e-03,-7.366048868e-01
1.250000000e-01,3.016958147e-03,-5.285474340e-14
1.252000000e-01,3.016814442e-03,7.366048868e-01
1.254000000e-01,3.016679817e-03,1.456491413e+00
1.256000000e-01,3.016540730e-03,2.143320667e+00
1.258000000e-01,3.016424687e-03,2.781504020e+00
1.260000000e-01,3.016310302e-03,3.356556938e+00
1.262000000e-01,3.016213119e-03,3.855427727e+00
1.264000000e-01,3.016133525e-03,4.266793759e+00
1.266000000e-01,3.016070297e-03,4.581318462e+00
1.268000000e-01,3.016034080e-03,4.791863222e+00
1.270000000e-01,3.016013065e-03,4.893649408e+00
1.272000000e-01,3.016014925e-03,4.884366829e+00
1.274000000e-01,3.016039581e-03,4.764226167e+00
1.276000000e-01,3.016080370e-03,4.535954195e+00
1.278000000e-01,3.016149100e-03,4.204731891e+00
1.280000000e-01,3.016228911e-03,3.778076846e+00
1.282000000e-01,3.016327736e-03,3.265672640e+00
1.284000000e-01,3.016440138e-03,2.679149060e+00
1.286000000e-01,3.016564689e-03,2.031818146e+00
1.288000000e-01,3.016700289e-03,1.338372049e+00
1.290000000e-01,3.016842290e-03,6.145495775e-01
1.292000000e-01,3.016980029e-03,-1.232210252e-01
1.294000000e-01,3.017118853e-03,-8.581949406e-01
1.296000000e-01,3.017262094e-03,-1.573690826e+00
1.298000000e-01,3.017393278e-03,-2.253469420e+00
1.300000000e-01,3.017513040e-03,-2.882102122e+00
1.302000000e-01,3.017624233e-03,-3.445321163e+00
1.304000000e-01,3.017714891e-03,-3.930343436e+00
1.306000000e-01,3.017793772e-03,-4.326160628e+00
1.308000000e-01,3.017850166e-03,-4.623789069e+00
1.310000000e-01,3.017885128e-03,-4.816473634e+00
1.312000000e-01,3.017903058e-03,-4.899841053e+00
1.314000000e-01,3.017895403e-03,-4.871999179e+00
1.316000000e-01,3.017869724e-03,-4.733579924e+00
1.318000000e-01,3.017823806e-03,-4.487724923e+00
1.320000000e-01,3.017755912e-03,-4.140014225e+00
1.322000000e-01,3.017668911e-03,-3.698339651e+00
1.324000000e-01,3.017576362e-03,-3.172725673e+00
1.326000000e-01,3.017452989e-03,-2.575101892e+00
1.328000000e-01,3.017333474e-03,-1.919032285e+00
1.330000000e-01,3.017195239e-03,-1.219407341e+00
1.332000000e-01,3.017051983e-03,-4.921061055e-01
1.334000000e-01,3.016907409e-03,2.463642214e-01
1.336000000e-01,3.016770987e-03,9.792429402e-01
1.338000000e-01,3.016635294e-03,1.689896261e+00
1.340000000e-01,3.016502188e-03,2.362194834e+00
1.342000000e-01,3.016388051e-03,2.980879827e+00
1.344000000e-01,3.016276115e-03,3.531909249e+00
1.346000000e-01,3.016184775e-03,4.002776657e+00
1.348000000e-01,3.016114929e-03,4.382795001e+00
1.350000000e-01,3.016060781e-03,4.663339193e+00
1.352000000e-01,3.016025370e-03,4.838041857e+00
1.354000000e-01,3.016013298e-03,4.902937854e+00
1.356000000e-01,3.016019884e-03,4.856554270e+00
1.358000000e-01,3.016049422e-03,4.699943851e+00
1.360000000e-01,3.016102887e-03,4.436661107e+00
1.362000000e-01,3.016175027e-03,4.072681637e+00
1.364000000e-01,3.016257038e-03,3.616266506e+00
1.366000000e-01,3.016360823e-03,3.077774744e+00
1.368000000e-01,3.016482615e-03,2.469428235e+00
1.370000000e-01,3.016612048e-03,1.805034322e+00
1.372000000e-01,3.016747432e-03,1.099672429e+00
1.374000000e-01,3.016884985e-03,3.693518087e-01
1.376000000e-01,3.017029853e-03,-3.693518087e-01
1.378000000e-01,3.017173636e-03,-1.099672429e+00
1.380000000e-01,3.017310507e-03,-1.805034322e+00
1.382000000e-01,3.017433911e-03,-2.469428235e+00
1.384000000e-01,3.017552512e-03,-3.077774744e+00
1.386000000e-01,3.017660357e-03,-3.616266506e+00
1.388000000e-01,3.017744197e-03,-4.072681637e+00
1.390000000e-01,3.017816042e-03,-4.436661107e+00
1.392000000e-01,3.017867353e-03,-4.699943851e+00
1.394000000e-01,3.017896085e-03,-4.856554270e+00
1.396000000e-01,3.017906917e-03,-4.902937854e+00
1.398000000e-01,3.017894287e-03,-4.838041857e+00
1.400000000e-01,3.017861448e-03,-4.663339193e+00
1.402000000e-01,3.017804853e-03,-4.382795001e+00
1.404000000e-01,3.017734743e-03,-4.002776657e+00
1.406000000e-01,3.017642225e-03,-3.531909249e+00
1.408000000e-01,3.017530242e-03,-2.980879827e+00
1.410000000e-01,3.017412773e-03,-2.362194834e+00
1.412000000e-01,3.017283790e-03,-1.689896261e+00
1.414000000e-01,3.017146144e-03,-9.792429402e-01
1.416000000e-01,3.017004654e-03,-2.463642214e-01
1.418000000e-01,3.016867427e-03,4.921061055e-01
1.420000000e-01,3.016721567e-03,1.219407341e+00
1.422000000e-01,3.016588322e-03,1.919032285e+00
1.424000000e-01,3.016462887e-03,2.575101892e+00
1.426000000e-01,3.016346472e-03,3.172725673e+00
1.428000000e-01,3.016247383e-03,3.698339651e+00
1.430000000e-01,3.016156709e-03,4.140014225e+00
1.432000000e-01,3.016091078e-03,4.487724923e+00
1.434000000e-01,3.016042805e-03,4.733579924e+00
1.436000000e-01,3.016015561e-03,4.871999179e+00
1.438000000e-01,3.016013096e-03,4.899841053e+00
1.440000000e-01,3.016030794e-03,4.816473634e+00
1.442000000e-01,3.016066484e-03,4.623789069e+00
1.444000000e-01,3.016123576e-03,4.326160628e+00
1.446000000e-01,3.016197560e-03,3.930343436e+00
1.448000000e-01,3.016292170e-03,3.445321163e+00
1.450000000e-01,3.016397691e-03,2.882102122e+00
1.452000000e-01,3.016523667e-03,2.253469420e+00
1.454000000e-01,3.016651457e-03,1.573690826e+00
1.456000000e-01,3.016790560e-03,8.581949406e-01
1.458000000e-01,3.016935552e-03,1.232210252e-01
1.460000000e-01,3.017073834e-03,-6.145495775e-01
1.462000000e-01,3.017217787e-03,-1.338372049e+00
1.464000000e-01,3.017353047e-03,-2.031818146e+00
1.466000000e-01,3.017475893e-03,-2.679149060e+00
1.468000000e-01,3.017588465e-03,-3.265672640e+00
1.470000000e-01,3.017687942e-03,-3.778076846e+00
1.472000000e-01,3.017766667e-03,-4.204731891e+00
1.474000000e-01,3.017833383e-03,-4.535954195e+00
1.476000000e-01,3.017874032e-03,-4.764226167e+00
1.478000000e-01,3.017900548e-03,-4.884366829e+00
1.480000000e-01,3.017902950e-03,-4.893649408e+00
1.482000000e-01,3.017882385e-03,-4.791863222e+00
1.484000000e-01,3.017843472e-03,-4.581318462e+00
1.486000000e-01,3.017782769e-03,-4.266793759e+00
1.488000000e-01,3.017702447e-03,-3.855427727e+00
1.490000000e-01,3.017606085e-03,-3.356556938e+00
1.492000000e-01,3.017496985e-03,-2.781504020e+00
1.494000000e-01,3.017373550e-03,-2.143320667e+00
1.496000000e-01,3.017240351e-03,-1.456491413e+00
1.498000000e-01,3.017100086e-03,-7.366048868e-01
1.500000000e-01,3.016957217e-03,-9.129786776e-14
1.502000000e-01,3.016816844e-03,7.366048868e-01
1.504000000e-01,3.016679197e-03,1.456491413e+00
1.506000000e-01,3.016549052e-03,2.143320667e+00
1.508000000e-01,3.016423896e-03,2.781504020e+00
1.510000000e-01,3.016309403e-03,3.356556938e+00
1.512000000e-01,3.016216296e-03,3.855427727e+00
1.514000000e-01,3.016133479e-03,4.266793759e+00
1.516000000e-01,3.016073551e-03,4.581318462e+00
1.518000000e-01,3.016035350e-03,4.791863222e+00
1.520000000e-01,3.016012508e-03,4.893649408e+00
1.522000000e-01,3.016013546e-03,4.884366829e+00
1.524000000e-01,3.016038434e-03,4.764226167e+00
1.526000000e-01,3.016085019e-03,4.535954195e+00
1.528000000e-01,3.016146620e-03,4.204731891e+00
1.530000000e-01,3.016229592e-03,3.778076846e+00
1.532000000e-01,3.016327147e-03,3.265672640e+00
1.534000000e-01,3.016444926e-03,2.679149060e+00
1.536000000e-01,3.016564425e-03,2.031818146e+00
1.538000000e-01,3.016699917e-03,1.338372049e+00
1.540000000e-01,3.016840895e-03,6.145495775e-01
1.542000000e-01,3.016976837e-03,-1.232210252e-01
1.544000000e-01,3.017125610e-03,-8.581949406e-01
1.546000000e-01,3.017258406e-03,-1.573690826e+00
1.548000000e-01,3.017395153e-03,-2.253469420e+00
1.550000000e-01,3.017512901e-03,-2.882102122e+00
1.552000000e-01,3.017621350e-03,-3.445321163e+00
1.554000000e-01,3.017720160e-03,-3.930343436e+00
1.556000000e-01,3.017792563e-03,-4.326160628e+00
1.558000000e-01,3.017846804e-03,-4.623789069e+00
1.560000000e-01,3.017886957e-03,-4.816473634e+00
1.562000000e-01,3.017901943e-03,-4.899841053e+00
1.564000000e-01,3.017897076e-03,-4.871999179e+00
1.566000000e-01,3.017871816e-03,-4.733579924e+00
1.568000000e-01,3.017821419e-03,-4.487724923e+00
1.570000000e-01,3.017755773e-03,-4.140014225e+00
1.572000000e-01,3.017673886e-03,-3.698339651e+00
1.574000000e-01,3.017570287e-03,-3.172725673e+00
1.576000000e-01,3.017454523e-03,-2.575101892e+00
1.578000000e-01,3.017332219e-03,-1.919032285e+00
1.580000000e-01,3.017192697e-03,-1.219407341e+00
1.582000000e-01,3.017053099e-03,-4.921061055e-01
1.584000000e-01,3.016906913e-03,2.463642214e-01
1.586000000e-01,3.016768492e-03,9.792429402e-01
1.588000000e-01,3.016631311e-03,1.689896261e+00
1.590000000e-01,3.016502405e-03,2.362194834e+00
1.592000000e-01,3.016385060e-03,2.980879827e+00
1.594000000e-01,3.016279679e-03,3.531909249e+00
1.596000000e-01,3.016185720e-03,4.002776657e+00
1.598000000e-01,3.016112790e-03,4.382795001e+00
1.600000000e-01,3.016055512e-03,4.663339193e+00
1.602000000e-01,3.016027338e-03,4.838041857e+00
1.604000000e-01,3.016015979e-03,4.902937854e+00
1.606000000e-01,3.016019497e-03,4.856554270e+00
1.608000000e-01,3.016047919e-03,4.699943851e+00
1.610000000e-01,3.016103244e-03,4.436661107e+00
1.612000000e-01,3.016176251e-03,4.072681637e+00
1.614000000e-01,3.016267669e-03,3.616266506e+00
1.616000000e-01,3.016365271e-03,3.077774744e+00
1.618000000e-01,3.016482290e-03,2.469428235e+00
1.620000000e-01,3.016609135e-03,1.805034322e+00
1.622000000e-01,3.016745216e-03,1.099672429e+00
1.624000000e-01,3.016885698e-03,3.693518087e-01
1.626000000e-01,3.017030442e-03,-3.693518087e-01
1.628000000e-01,3.017167375e-03,-1.099672429e+00
1.630000000e-01,3.017306664e-03,-1.805034322e+00
1.632000000e-01,3.017432021e-03,-2.469428235e+00
1.634000000e-01,3.017555704e-03,-3.077774744e+00
1.636000000e-01,3.017657846e-03,-3.616266506e+00
1.638000000e-01,3.017747311e-03,-4.072681637e+00
1.640000000e-01,3.017813825e-03,-4.436661107e+00
1.642000000e-01,3.017864734e-03,-4.699943851e+00
1.644000000e-01,3.017893714e-03,-4.856554270e+00
1.646000000e-01,3.017902826e-03,-4.902937854e+00
1.648000000e-01,3.017889390e-03,-4.838041857e+00
1.650000000e-01,3.017853746e-03,-4.663339193e+00
1.652000000e-01,3.017802683e-03,-4.382795001e+00
1.654000000e-01,3.017727800e-03,-4.002776657e+00
1.656000000e-01,3.017642302e-03,-3.531909249e+00
1.658000000e-01,3.017535821e-03,-2.980879827e+00
1.660000000e-01,3.017416834e-03,-2.362194834e+00
1.662000000e-01,3.017281109e-03,-1.689896261e+00
1.664000000e-01,3.017145787e-03,-9.792429402e-01
1.666000000e-01,3.017003027e-03,-2.463642214e-01
1.668000000e-01,3.016861352e-03,4.921061055e-01
1.670000000e-01,3.016721427e-03,1.219407341e+00
1.672000000e-01,3.016588725e-03,1.919032285e+00
1.674000000e-01,3.016460082e-03,2.575101892e+00
1.676000000e-01,3.016344024e-03,3.172725673e+00
1.678000000e-01,3.016245136e-03,3.698339651e+00
1.680000000e-01,3.016160118e-03,4.140014225e+00
1.682000000e-01,3.016093233e-03,4.487724923e+00
1.684000000e-01,3.016044292e-03,4.733579924e+00
1.686000000e-01,3.016016242e-03,4.871999179e+00
1.688000000e-01,3.016009749e-03,4.899841053e+00
1.690000000e-01,3.016028981e-03,4.816473634e+00
1.692000000e-01,3.016063927e-03,4.623789069e+00
1.694000000e-01,3.016123235e-03,4.326160628e+00
1.696000000e-01,3.016199388e-03,3.930343436e+00
1.698000000e-01,3.016294836e-03,3.445321163e+00
1.700000000e-01,3.016400403e-03,2.882102122e+00
1.702000000e-01,3.016524535e-03,2.253469420e+00
1.704000000e-01,3.016654541e-03,1.573690826e+00
1.706000000e-01,3.016792529e-03,8.581949407e-01
1.708000000e-01,3.016934142e-03,1.232210252e-01
1.710000000e-01,3.017077243e-03,-6.145495775e-01
1.712000000e-01,3.017216672e-03,-1.338372049e+00
1.714000000e-01,3.017354442e-03,-2.031818146e+00
1.716000000e-01,3.017473553e-03,-2.679149060e+00
1.718000000e-01,3.017591936e-03,-3.265672640e+00
1.720000000e-01,3.017685338e-03,-3.778076846e+00
1.722000000e-01,3.017769287e-03,-4.204731891e+00
1.724000000e-01,3.017832314e-03,-4.535954195e+00
1.726000000e-01,3.017877132e-03,-4.764226167e+00
1.728000000e-01,3.017901416e-03,-4.884366829e+00
1.730000000e-01,3.017902377e-03,-4.893649408e+00
1.732000000e-01,3.017884276e-03,-4.791863222e+00
1.734000000e-01,3.017840806e-03,-4.581318462e+00
1.736000000e-01,3.017781591e-03,-4.266793759e+00
1.738000000e-01,3.017700184e-03,-3.855427727e+00
1.740000000e-01,3.017602196e-03,-3.356556938e+00
1.742000000e-01,3.017493452e-03,-2.781504020e+00
1.744000000e-01,3.017368932e-03,-2.143320667e+00
1.746000000e-01,3.017238476e-03,-1.456491413e+00
1.748000000e-01,3.017100783e-03,-7.366048868e-01
1.750000000e-01,3.016954381e-03,-1.297409921e-13
1.752000000e-01,3.016816472e-03,7.366048868e-01
1.754000000e-01,3.016677446e-03,1.456491413e+00
1.756000000e-01,3.016542404e-03,2.143320667e+00
1.758000000e-01,3.016421742e-03,2.781504020e+00
1.760000000e-01,3.016309124e-03,3.356556938e+00
1.762000000e-01,3.016216032e-03,3.855427727e+00
1.764000000e-01,3.016136981e-03,4.266793759e+00
1.766000000e-01,3.016073877e-03,4.581318462e+00
1.768000000e-01,3.016034219e-03,4.791863222e+00
1.770000000e-01,3.016016087e-03,4.893649408e+00
1.772000000e-01,3.016015592e-03,4.884366829e+00
1.774000000e-01,3.016041565e-03,4.764226167e+00
1.776000000e-01,3.016084492e-03,4.535954195e+00
1.778000000e-01,3.016145582e-03,4.204731891e+00
1.780000000e-01,3.016233513e-03,3.778076846e+00
1.782000000e-01,3.016330293e-03,3.265672640e+00
1.784000000e-01,3.016444740e-03,2.679149060e+00
1.786000000e-01,3.016568315e-03,2.031818146e+00
1.788000000e-01,3.016701699e-03,1.338372049e+00
1.790000000e-01,3.016839454e-03,6.145495775e-01
1.792000000e-01,3.016982571e-03,-1.232210252e-01
1.794000000e-01,3.017125409e-03,-8.581949406e-01
1.796000000e-01,3.017257584e-03,-1.573690826e+00
1.798000000e-01,3.017392549e-03,-2.253469420e+00
1.800000000e-01,3.017513986e-03,-2.882102122e+00
1.802000000e-01,3.017624341e-03,-3.445321163e+00
1.804000000e-01,3.017718487e-03,-3.930343436e+00
1.806000000e-01,3.017794020e-03,-4.326160628e+00
1.808000000e-01,3.017846261e-03,-4.623789069e+00
1.810000000e-01,3.017885593e-03,-4.816473634e+00
1.812000000e-01,3.017901214e-03,-4.899841053e+00
1.814000000e-01,3.017900501e-03,-4.871999179e+00
1.816000000e-01,3.017875101e-03,-4.733579924e+00
1.818000000e-01,3.017827107e-03,-4.487724923e+00
1.820000000e-01,3.017754068e-03,-4.140014225e+00
1.822000000e-01,3.017668446e-03,-3.698339651e+00
1.824000000e-01,3.017570628e-03,-3.172725673e+00
1.826000000e-01,3.017455484e-03,-2.575101892e+00
1.828000000e-01,3.017330173e-03,-1.919032285e+00
1.830000000e-01,3.017194433e-03,-1.219407341e+00
1.832000000e-01,3.017054028e-03,-4.921061055e-01
1.834000000e-01,3.016911284e-03,2.463642214e-01
1.836000000e-01,3.016767748e-03,9.792429402e-01
1.838000000e-01,3.016629947e-03,1.689896261e+00
1.840000000e-01,3.016503475e-03,2.362194834e+00
1.842000000e-01,3.016388067e-03,2.980879827e+00
1.844000000e-01,3.016275743e-03,3.531909249e+00
1.846000000e-01,3.016184093e-03,4.002776657e+00
1.848000000e-01,3.016112821e-03,4.382795001e+00
1.850000000e-01,3.016061432e-03,4.663339193e+00
1.852000000e-01,3.016021899e-03,4.838041857e+00
1.854000000e-01,3.016012012e-03,4.902937854e+00
1.856000000e-01,3.016024285e-03,4.856554270e+00
1.858000000e-01,3.016049840e-03,4.699943851e+00
1.860000000e-01,3.016103089e-03,4.436661107e+00
1.862000000e-01,3.016174686e-03,4.072681637e+00
1.864000000e-01,3.016258045e-03,3.616266506e+00
1.866000000e-01,3.016365240e-03,3.077774744e+00
1.868000000e-01,3.016480663e-03,2.469428235e+00
1.870000000e-01,3.016610715e-03,1.805034322e+00
1.872000000e-01,3.016747215e-03,1.099672429e+00
1.874000000e-01,3.016888255e-03,3.693518087e-01
1.876000000e-01,3.017027544e-03,-3.693518087e-01
1.878000000e-01,3.017167266e-03,-1.099672429e+00
1.880000000e-01,3.017307516e-03,-1.805034322e+00
1.882000000e-01,3.017436964e-03,-2.469428235e+00
1.884000000e-01,3.017550435e-03,-3.077774744e+00
1.886000000e-01,3.017655971e-03,-3.616266506e+00
1.888000000e-01,3.017746661e-03,-4.072681637e+00
1.890000000e-01,3.017815019e-03,-4.436661107e+00
1.892000000e-01,3.017867430e-03,-4.699943851e+00
1.894000000e-01,3.017894969e-03,-4.856554270e+00
1.896000000e-01,3.017904298e-03,-4.902937854e+00
1.898000000e-01,3.017887329e-03,-4.838041857e+00
1.900000000e-01,3.017860209e-03,-4.663339193e+00
1.902000000e-01,3.017803241e-03,-4.382795001e+00
1.904000000e-01,3.017732682e-03,-4.002776657e+00
1.906000000e-01,3.017642519e-03,-3.531909249e+00
1.908000000e-01,3.017532799e-03,-2.980879827e+00
1.910000000e-01,3.017412572e-03,-2.362194834e+00
1.912000000e-01,3.017285665e-03,-1.689896261e+00
1.914000000e-01,3.017147244e-03,-9.792429402e-01
1.916000000e-01,3.017010621e-03,-2.463642214e-01
1.918000000e-01,3.016863413e-03,4.921061055e-01
1.920000000e-01,3.016722838e-03,1.219407341e+00
1.922000000e-01,3.016585005e-03,1.919032285e+00
1.924000000e-01,3.016463941e-03,2.575101892e+00
1.926000000e-01,3.016347433e-03,3.172725673e+00
1.928000000e-01,3.016243710e-03,3.698339651e+00
1.930000000e-01,3.016155996e-03,4.140014225e+00
1.932000000e-01,3.016090226e-03,4.487724923e+00
1.934000000e-01,3.016045734e-03,4.733579924e+00
1.936000000e-01,3.016018056e-03,4.871999179e+00
1.938000000e-01,3.016014522e-03,4.899841053e+00
1.940000000e-01,3.016030887e-03,4.816473634e+00
1.942000000e-01,3.016064842e-03,4.623789069e+00
1.944000000e-01,3.016126288e-03,4.326160628e+00
1.946000000e-01,3.016198908e-03,3.930343436e+00
1.948000000e-01,3.016294138e-03,3.445321163e+00
1.950000000e-01,3.016398899e-03,2.882102122e+00
1.952000000e-01,3.016523327e-03,2.253469420e+00
1.954000000e-01,3.016657300e-03,1.573690826e+00
1.956000000e-01,3.016799022e-03,8.581949407e-01
1.958000000e-01,3.016938822e-03,1.232210252e-01
1.960000000e-01,3.017076515e-03,-6.145495775e-01
1.962000000e-01,3.017216904e-03,-1.338372049e+00
1.964000000e-01,3.017358471e-03,-2.031818146e+00
1.966000000e-01,3.017474964e-03,-2.679149060e+00
1.968000000e-01,3.017591673e-03,-3.265672640e+00
1.970000000e-01,3.017681712e-03,-3.778076846e+00
1.972000000e-01,3.017768961e-03,-4.204731891e+00
1.974000000e-01,3.017832484e-03,-4.535954195e+00
1.976000000e-01,3.017874714e-03,-4.764226167e+00
1.978000000e-01,3.017901741e-03,-4.884366829e+00
1.980000000e-01,3.017905058e-03,-4.893649408e+00
1.982000000e-01,3.017881858e-03,-4.791863222e+00
1.984000000e-01,3.017843332e-03,-4.581318462e+00
1.986000000e-01,3.017779871e-03,-4.266793759e+00
1.988000000e-01,3.017707933e-03,-3.855427727e+00
1.990000000e-01,3.017604691e-03,-3.356556938e+00
1.992000000e-01,3.017494753e-03,-2.781504020e+00
1.994000000e-01,3.017373829e-03,-2.143320667e+00
1.996000000e-01,3.017240026e-03,-1.456491413e+00
1.998000000e-01,3.017101140e-03,-7.366048868e-01
2.000000000e-01,3.016961836e-03,-2.882323808e-14
2.002000000e-01,3.016815557e-03,7.366048868e-01
2.004000000e-01,3.016678562e-03,1.456491413e+00
2.006000000e-01,3.016543736e-03,2.143320667e+00
2.008000000e-01,3.016420890e-03,2.781504020e+00
2.010000000e-01,3.016312828e-03,3.356556938e+00
2.012000000e-01,3.016216389e-03,3.855427727e+00
2.014000000e-01,3.016136671e-03,4.266793759e+00
2.016000000e-01,3.016076325e-03,4.581318462e+00
2.018000000e-01,3.016032669e-03,4.791863222e+00
2.020000000e-01,3.016013313e-03,4.893649408e+00
2.022000000e-01,3.016013189e-03,4.884366829e+00
2.024000000e-01,3.016038202e-03,4.764226167e+00
2.026000000e-01,3.016082477e-03,4.535954195e+00
2.028000000e-01,3.016144156e-03,4.204731891e+00
